user_id,install_date,singup_date,singup_method,device_type,country,age_group,gender,referral_Source,Is_premier_user
u000350,12/11/2024,12/13/2024,Email,Android,USA,18-24,Female,Ads,no
u000351,10/3/2024,10/5/2024,Google,Android,India,18-24,Male,Ads,yes
u000352,11/5/2024,11/7/2024,Google,IOS,India,45+,Male,Ads,no
u000353,11/24/2024,11/26/2024,Phone,IOS,India,18-24,Male,Ads,no
u000354,11/11/2024,11/13/2024,Email,IOS,India,18-24,Female,Influencer,no
u000355,10/16/2024,10/18/2024,Google,Android,USA,18-24,Female,Influencer,no
u000356,12/7/2024,12/9/2024,Google,IOS,USA,35-44,Female,Ornagic,yes
u000357,11/20/2024,11/22/2024,Google,Android,USA,25-34,Female,Ornagic,no
u000358,11/16/2024,,Email,Android,USA,25-34,Male,Ornagic,no
u000359,12/3/2024,,Phone,Android,India,18-24,Female,Ads,no
u000360,10/6/2024,10/8/2024,Email,Android,USA,35-44,Others,Ornagic,no
u000361,10/8/2024,10/10/2024,Google,Android,USA,18-24,Female,Ads,no
u000362,10/4/2024,10/6/2024,Google,IOS,USA,25-34,Male,Ads,no
u000363,12/9/2024,12/11/2024,Email,Android,USA,18-24,Male,Ornagic,no
u000364,12/4/2024,12/6/2024,Phone,Android,UK,18-24,Male,Ads,no
u000365,10/2/2024,,Google,Android,India,18-24,Female,Influencer,no
u000366,10/14/2024,10/16/2024,Email,Android,USA,18-24,Others,Influencer,yes
u000367,10/30/2024,11/1/2024,Google,Android,USA,18-24,Male,Ornagic,yes
u000368,10/3/2024,10/5/2024,Google,Android,India,18-24,Others,Ornagic,no
u000369,10/30/2024,11/1/2024,Google,Android,India,18-24,Male,Ornagic,yes
u000370,10/15/2024,,Google,Android,USA,18-24,Male,Ads,no
u000371,10/14/2024,10/16/2024,Google,Android,USA,18-24,Female,Ads,no
u000372,11/21/2024,11/23/2024,Phone,Android,UK,18-24,Female,Ads,no
u000373,11/20/2024,11/22/2024,Google,Android,USA,25-34,Female,Ads,no
u000374,11/25/2024,11/27/2024,Email,Android,UK,25-34,Female,Ads,no
u000375,12/17/2024,,Email,Android,USA,35-44,Female,Ads,no
u000376,11/3/2024,,Email,Android,USA,18-24,Female,Influencer,yes
u000377,11/5/2024,,Email,Android,UK,18-24,Male,Ads,no
u000378,10/4/2024,10/6/2024,Google,IOS,Others,25-34,Female,Ads,no
u000379,12/5/2024,12/7/2024,Google,Android,USA,35-44,Female,Influencer,no
u000380,12/17/2024,,Phone,Android,USA,18-24,Others,Influencer,no
u000381,12/11/2024,12/13/2024,Google,Android,USA,18-24,Female,Ads,no
u000382,10/6/2024,10/8/2024,Email,Android,USA,25-34,Female,Ads,no
u000383,11/20/2024,11/22/2024,Phone,IOS,UK,18-24,Male,Ads,no
u000384,12/11/2024,,Google,Android,USA,35-44,Female,Ornagic,yes
u000385,11/19/2024,11/21/2024,Google,IOS,UK,25-34,Male,Ads,no
u000386,12/19/2024,12/21/2024,Phone,Android,USA,25-34,Female,Ads,no
u000387,11/10/2024,11/12/2024,Email,Android,India,35-44,Female,Ads,no
u000388,10/16/2024,10/18/2024,Google,Android,USA,18-24,Others,Ads,yes
u000389,12/23/2024,12/25/2024,Phone,Android,USA,18-24,Female,Ads,no
u000390,10/30/2024,11/1/2024,Google,Android,UK,25-34,Male,Ornagic,no
u000391,12/21/2024,,Phone,IOS,UK,25-34,Female,Influencer,no
u000392,11/26/2024,11/28/2024,Google,Android,India,25-34,Female,Ads,yes
u000393,12/16/2024,12/18/2024,Phone,Android,USA,18-24,Female,Ornagic,no
u000394,12/20/2024,12/22/2024,Email,Android,USA,18-24,Others,Ads,no
u000395,11/3/2024,11/5/2024,Phone,Android,UK,25-34,Male,Influencer,no
u000396,12/15/2024,,Email,IOS,UK,18-24,Female,Ads,no
u000397,12/29/2024,12/31/2024,Phone,Android,USA,18-24,Male,Ornagic,no
u000398,10/13/2024,10/15/2024,Email,Android,USA,18-24,Male,Ads,no
u000399,12/4/2024,12/6/2024,Google,Android,India,18-24,Female,Ads,no
u000400,11/12/2024,11/14/2024,Email,Android,India,18-24,Male,Influencer,no
u000401,12/20/2024,12/22/2024,Email,Android,India,18-24,Female,Influencer,no
u000402,10/18/2024,10/20/2024,Email,Android,USA,25-34,Male,Ornagic,no
u000403,10/30/2024,11/1/2024,Email,Android,USA,25-34,Male,Influencer,no
u000404,11/19/2024,,Google,Android,UK,25-34,Others,Influencer,no
u000405,12/10/2024,12/12/2024,Email,IOS,India,18-24,Male,Ornagic,yes
u000406,10/2/2024,10/4/2024,Google,Android,UK,18-24,Male,Ads,no
u000407,11/17/2024,11/19/2024,Google,Android,UK,25-34,Female,Ads,no
u000408,11/25/2024,11/27/2024,Google,Android,India,18-24,Female,Ads,no
u000409,11/14/2024,11/16/2024,Phone,Android,India,18-24,Female,Influencer,no
u000410,11/15/2024,,Google,Android,Others,18-24,Others,Ads,yes
u000411,10/10/2024,10/12/2024,Email,Android,India,18-24,Male,Ads,no
u000412,10/4/2024,10/6/2024,Google,IOS,USA,18-24,Male,Ads,no
u000413,12/31/2024,1/2/2025,Google,Android,India,18-24,Male,Influencer,yes
u000414,11/4/2024,11/6/2024,Phone,Android,USA,25-34,Female,Ads,no
u000415,11/20/2024,11/22/2024,Phone,IOS,USA,18-24,Male,Ornagic,no
u000416,12/11/2024,12/13/2024,Google,Android,UK,18-24,Female,Ornagic,no
u000417,10/24/2024,,Phone,Android,UK,35-44,Female,Ads,no
u000418,10/22/2024,10/24/2024,Phone,Android,USA,18-24,Others,Influencer,no
u000419,11/30/2024,,Google,Android,UK,18-24,Female,Ornagic,no
u000420,11/8/2024,11/10/2024,Google,IOS,USA,18-24,Male,Ads,no
u000421,12/28/2024,,Email,Android,UK,25-34,Male,Ornagic,no
u000422,10/11/2024,10/13/2024,Phone,IOS,India,25-34,Male,Ads,no
u000423,10/25/2024,10/27/2024,Google,Android,Others,18-24,Male,Ads,no
u000424,12/21/2024,12/23/2024,Google,Android,India,25-34,Others,Influencer,no
u000425,10/20/2024,10/22/2024,Google,Android,India,25-34,Male,Ornagic,no
u000426,11/15/2024,11/17/2024,Email,Android,Others,18-24,Female,Ads,no
u000427,10/23/2024,,Email,Android,India,35-44,Male,Ornagic,no
u000428,10/16/2024,,Google,IOS,USA,18-24,Male,Ads,no
u000429,11/15/2024,11/17/2024,Phone,Android,UK,25-34,Female,Ads,no
u000430,10/23/2024,10/25/2024,Phone,Android,India,18-24,Female,Ads,no
u000431,12/16/2024,12/18/2024,Phone,Android,India,35-44,Female,Ads,no
u000432,12/11/2024,12/13/2024,Google,Android,India,18-24,Male,Influencer,no
u000433,11/9/2024,,Google,Android,UK,25-34,Female,Ornagic,no
u000434,11/8/2024,,Phone,Android,UK,18-24,Female,Ornagic,no
u000435,11/11/2024,11/13/2024,Email,IOS,USA,18-24,Female,Ornagic,no
u000436,11/11/2024,,Google,Android,Others,18-24,Male,Ornagic,no
u000437,10/13/2024,10/15/2024,Email,Android,India,35-44,Male,Ornagic,no
u000438,11/29/2024,12/1/2024,Google,IOS,USA,18-24,Others,Ads,no
u000439,12/7/2024,12/9/2024,Email,Android,USA,25-34,Female,Ads,no
u000440,12/16/2024,12/18/2024,Google,Android,Others,18-24,Male,Ads,yes
u000441,12/8/2024,12/10/2024,Phone,Android,UK,18-24,Male,Influencer,no
u000442,12/21/2024,12/23/2024,Google,Android,USA,18-24,Male,Ornagic,no
u000443,10/6/2024,10/8/2024,Phone,IOS,UK,18-24,Male,Influencer,no
u000444,10/1/2024,,Google,Android,UK,18-24,Female,Ads,yes
u000445,10/12/2024,10/14/2024,Google,IOS,UK,18-24,Male,Ornagic,no
u000446,11/29/2024,,Google,Android,Others,18-24,Male,Ornagic,no
u000447,10/23/2024,,Google,Android,India,18-24,Male,Ads,no
u000448,11/14/2024,11/16/2024,Google,IOS,India,18-24,Female,Influencer,no
u000449,12/7/2024,,Email,IOS,UK,18-24,Female,Ornagic,no
u000450,12/6/2024,12/8/2024,Email,IOS,USA,25-34,Male,Influencer,no
u000451,12/31/2024,,Email,Android,USA,18-24,Male,Ads,no
u000452,10/13/2024,10/15/2024,Email,Android,India,18-24,Female,Ads,no
u000453,12/18/2024,12/20/2024,Phone,Android,UK,35-44,Male,Ads,no
u000454,11/13/2024,11/15/2024,Phone,Android,USA,18-24,Female,Ads,no
u000455,12/12/2024,12/14/2024,Google,Android,USA,18-24,Others,Ornagic,no
u000456,12/2/2024,,Email,Android,USA,18-24,Male,Ads,no
u000457,10/17/2024,10/19/2024,Email,Android,UK,18-24,Male,Influencer,no
u000458,12/23/2024,12/25/2024,Email,Android,India,25-34,Female,Ads,no
u000459,12/7/2024,12/9/2024,Email,Android,USA,25-34,Male,Ornagic,no
u000460,12/9/2024,,Google,Android,UK,18-24,Female,Ornagic,no
u000461,12/12/2024,12/14/2024,Email,Android,Others,18-24,Female,Ornagic,yes
u000462,10/21/2024,10/23/2024,Google,Android,India,35-44,Male,Ornagic,no
u000463,10/1/2024,10/3/2024,Phone,Android,USA,25-34,Female,Influencer,yes
u000464,10/19/2024,,Google,Android,India,18-24,Male,Influencer,no
u000465,10/12/2024,10/14/2024,Phone,Android,UK,25-34,Male,Ornagic,no
u000466,10/26/2024,10/28/2024,Phone,Android,UK,35-44,Female,Ads,no
u000467,12/9/2024,12/11/2024,Phone,Android,India,18-24,Female,Ornagic,no
u000468,10/10/2024,10/12/2024,Google,Android,USA,25-34,Male,Ads,no
u000469,11/11/2024,11/13/2024,Google,IOS,India,18-24,Male,Influencer,no
u000470,12/13/2024,12/15/2024,Google,Android,India,18-24,Female,Ads,yes
u000471,10/17/2024,10/19/2024,Email,Android,India,18-24,Others,Ornagic,yes
u000472,10/18/2024,10/20/2024,Google,Android,USA,25-34,Female,Ads,no
u000473,11/19/2024,11/21/2024,Google,IOS,India,25-34,Female,Ads,no
u000474,10/3/2024,10/5/2024,Google,Android,USA,18-24,Male,Ads,no
u000475,10/27/2024,10/29/2024,Google,Android,USA,18-24,Male,Influencer,no
u000476,11/14/2024,11/16/2024,Google,Android,USA,18-24,Male,Ads,no
u000477,11/19/2024,11/21/2024,Email,IOS,India,25-34,Female,Ads,no
u000478,11/13/2024,11/15/2024,Google,Android,UK,25-34,Male,Ornagic,no
u000479,12/22/2024,12/24/2024,Google,Android,USA,18-24,Male,Ads,yes
u000480,10/15/2024,10/17/2024,Phone,Android,India,18-24,Others,Influencer,no
u000481,11/7/2024,11/9/2024,Google,Android,UK,18-24,Others,Ornagic,no
u000482,10/7/2024,10/9/2024,Google,Android,USA,18-24,Female,Ornagic,no
u000483,10/25/2024,10/27/2024,Google,Android,UK,18-24,Male,Ads,no
u000484,11/15/2024,,Google,IOS,India,18-24,Female,Ads,no
u000485,10/23/2024,10/25/2024,Google,IOS,UK,18-24,Female,Ornagic,no
u000486,10/5/2024,10/7/2024,Google,Android,UK,18-24,Female,Ornagic,no
u000487,11/19/2024,11/21/2024,Google,Android,USA,35-44,Female,Influencer,no
u000488,10/19/2024,10/21/2024,Google,Android,Others,25-34,Female,Ads,no
u000489,12/4/2024,,Google,IOS,India,18-24,Female,Ads,no
u000490,10/25/2024,10/27/2024,Phone,Android,UK,18-24,Female,Ads,no
u000491,10/20/2024,,Google,Android,USA,25-34,Female,Ornagic,yes
u000492,12/19/2024,12/21/2024,Email,Android,India,25-34,Male,Ads,no
u000493,11/5/2024,,Google,Android,USA,18-24,Female,Ads,no
u000494,10/27/2024,10/29/2024,Email,Android,India,18-24,Female,Ornagic,no
u000495,10/11/2024,10/13/2024,Google,Android,India,25-34,Male,Ornagic,no
u000496,12/23/2024,12/25/2024,Email,Android,USA,18-24,Male,Ornagic,no
u000497,12/18/2024,,Google,Android,India,18-24,Others,Ornagic,no
u000498,10/17/2024,,Email,Android,India,18-24,Male,Ads,no
u000499,11/13/2024,,Google,Android,Others,18-24,Male,Ads,no
u000500,10/15/2024,,Google,Android,USA,18-24,Others,Ads,no
u000501,11/9/2024,11/11/2024,Email,Android,UK,18-24,Female,Ads,no
u000502,10/3/2024,10/5/2024,Google,Android,India,18-24,Male,Ads,yes
u000503,12/9/2024,12/11/2024,Email,Android,USA,18-24,Others,Ads,no
u000504,12/7/2024,12/9/2024,Google,Android,UK,25-34,Male,Ornagic,no
u000505,12/15/2024,12/17/2024,Google,IOS,USA,18-24,Others,Influencer,yes
u000506,10/29/2024,10/31/2024,Email,Android,USA,18-24,Male,Influencer,no
u000507,12/24/2024,12/26/2024,Google,Android,India,18-24,Female,Ads,no
u000508,10/25/2024,10/27/2024,Email,Android,UK,25-34,Others,Ornagic,no
u000509,11/28/2024,11/30/2024,Google,IOS,UK,25-34,Female,Ornagic,no
u000510,11/24/2024,11/26/2024,Email,Android,USA,18-24,Female,Ads,no
u000511,11/11/2024,11/13/2024,Phone,IOS,India,25-34,Female,Influencer,no
u000512,11/2/2024,,Phone,Android,Others,45+,Female,Ads,no
u000513,12/14/2024,12/16/2024,Email,Android,UK,25-34,Others,Ornagic,no
u000514,11/30/2024,,Google,Android,Others,18-24,Female,Ads,yes
u000515,11/4/2024,11/6/2024,Google,Android,India,45+,Female,Influencer,no
u000516,12/16/2024,12/18/2024,Google,IOS,UK,45+,Male,Ornagic,no
u000517,11/20/2024,11/22/2024,Google,Android,USA,18-24,Male,Ads,no
u000518,12/16/2024,,Phone,Android,India,25-34,Female,Ornagic,no
u000519,11/14/2024,11/16/2024,Google,Android,USA,18-24,Female,Ads,no
u000520,10/25/2024,10/27/2024,Google,Android,India,25-34,Male,Ads,no
u000521,11/10/2024,11/12/2024,Phone,Android,USA,18-24,Male,Influencer,yes
u000522,11/17/2024,,Google,IOS,USA,18-24,Male,Ads,no
u000523,11/21/2024,11/23/2024,Google,Android,UK,18-24,Male,Ornagic,no
u000524,12/14/2024,,Email,IOS,USA,18-24,Female,Ornagic,no
u000525,10/15/2024,10/17/2024,Google,Android,India,18-24,Male,Influencer,no
u000526,10/6/2024,10/8/2024,Google,Android,India,25-34,Others,Influencer,no
u000527,10/17/2024,10/19/2024,Google,Android,USA,18-24,Female,Influencer,no
u000528,12/6/2024,12/8/2024,Phone,Android,USA,18-24,Female,Ornagic,yes
u000529,10/29/2024,10/31/2024,Phone,Android,UK,18-24,Male,Ads,no
u000530,11/17/2024,11/19/2024,Email,Android,Others,25-34,Female,Ads,no
u000531,10/3/2024,10/5/2024,Google,IOS,India,18-24,Male,Ads,yes
u000532,12/21/2024,12/23/2024,Phone,IOS,India,35-44,Female,Ornagic,yes
u000533,11/23/2024,,Email,IOS,Others,25-34,Female,Influencer,no
u000534,11/18/2024,11/20/2024,Phone,Android,UK,18-24,Female,Ads,no
u000535,12/24/2024,12/26/2024,Google,Android,India,18-24,Male,Influencer,yes
u000536,11/17/2024,11/19/2024,Google,Android,USA,25-34,Female,Ads,no
u000537,10/17/2024,10/19/2024,Email,Android,UK,35-44,Male,Ornagic,no
u000538,12/30/2024,1/1/2025,Phone,IOS,UK,18-24,Female,Ads,no
u000539,11/12/2024,11/14/2024,Google,Android,UK,25-34,Male,Ads,no
u000540,12/24/2024,12/26/2024,Google,Android,India,45+,Male,Ads,no
u000541,10/12/2024,10/14/2024,Phone,Android,USA,25-34,Male,Ads,no
u000542,11/4/2024,,Email,Android,UK,18-24,Female,Ads,yes
u000543,10/30/2024,,Email,Android,USA,18-24,Others,Ads,no
u000544,10/19/2024,10/21/2024,Phone,Android,UK,25-34,Female,Ornagic,yes
u000545,12/2/2024,12/4/2024,Phone,Android,UK,25-34,Female,Influencer,yes
u000546,10/13/2024,10/15/2024,Phone,Android,USA,18-24,Male,Influencer,no
u000547,10/19/2024,10/21/2024,Google,Android,USA,18-24,Female,Ornagic,yes
u000548,10/5/2024,10/7/2024,Phone,Android,USA,18-24,Male,Ornagic,no
u000549,12/26/2024,12/28/2024,Phone,Android,Others,25-34,Others,Ornagic,yes
u000550,10/19/2024,10/21/2024,Phone,Android,UK,35-44,Male,Ornagic,yes
u000551,10/7/2024,,Email,Android,India,45+,Male,Ornagic,no
u000552,10/22/2024,10/24/2024,Google,Android,USA,25-34,Male,Ads,no
u000553,10/24/2024,10/26/2024,Email,Android,India,35-44,Female,Ornagic,no
u000554,11/23/2024,11/25/2024,Google,Android,USA,18-24,Female,Ornagic,no
u000555,11/16/2024,11/18/2024,Google,Android,India,18-24,Female,Ads,no
u000556,11/23/2024,11/25/2024,Google,Android,UK,18-24,Female,Ornagic,no
u000557,10/1/2024,10/3/2024,Google,Android,India,18-24,Female,Ornagic,no
u000558,10/26/2024,,Google,Android,UK,18-24,Male,Ornagic,no
u000559,11/28/2024,11/30/2024,Email,Android,UK,25-34,Female,Ornagic,yes
u000560,12/19/2024,12/21/2024,Google,Android,USA,18-24,Female,Influencer,no
u000561,11/22/2024,11/24/2024,Google,Android,India,35-44,Female,Ornagic,yes
u000562,11/10/2024,,Phone,Android,USA,18-24,Male,Influencer,no
u000563,12/21/2024,12/23/2024,Phone,Android,India,18-24,Female,Influencer,no
u000564,10/24/2024,,Google,Android,UK,25-34,Female,Ads,yes
u000565,10/10/2024,,Email,Android,USA,25-34,Others,Influencer,no
u000566,10/17/2024,10/19/2024,Google,Android,India,18-24,Female,Ornagic,no
u000567,12/9/2024,12/11/2024,Email,Android,USA,18-24,Female,Ornagic,no
u000568,12/29/2024,12/31/2024,Phone,Android,UK,18-24,Female,Ads,no
u000569,11/27/2024,11/29/2024,Phone,Android,Others,18-24,Male,Ads,no
u000570,12/2/2024,,Google,Android,UK,18-24,Female,Influencer,no
u000571,11/11/2024,11/13/2024,Email,Android,India,18-24,Female,Influencer,no
u000572,11/21/2024,11/23/2024,Phone,IOS,UK,18-24,Female,Influencer,no
u000573,10/23/2024,,Email,IOS,USA,25-34,Male,Ads,no
u000574,10/4/2024,10/6/2024,Google,Android,India,18-24,Male,Ads,no
u000575,11/24/2024,11/26/2024,Google,IOS,UK,18-24,Female,Ads,no
u000576,11/3/2024,11/5/2024,Google,IOS,India,35-44,Others,Ornagic,no
u000577,11/10/2024,11/12/2024,Email,Android,UK,18-24,Male,Ornagic,no
u000578,12/4/2024,12/6/2024,Google,Android,USA,18-24,Others,Ornagic,no
u000579,11/19/2024,11/21/2024,Email,IOS,UK,25-34,Others,Ads,yes
u000580,10/7/2024,,Google,Android,India,18-24,Male,Influencer,no
u000581,10/4/2024,10/6/2024,Google,IOS,India,18-24,Others,Ornagic,no
u000582,12/14/2024,,Email,Android,UK,18-24,Female,Ads,no
u000583,10/16/2024,10/18/2024,Google,Android,UK,18-24,Female,Influencer,no
u000584,11/23/2024,11/25/2024,Phone,Android,India,18-24,Female,Ads,no
u000585,12/4/2024,12/6/2024,Email,Android,India,25-34,Others,Influencer,no
u000586,12/27/2024,12/29/2024,Email,Android,UK,18-24,Female,Ads,no
u000587,12/2/2024,12/4/2024,Google,Android,USA,35-44,Female,Ornagic,no
u000588,10/1/2024,10/3/2024,Email,Android,UK,18-24,Female,Ornagic,no
u000589,10/27/2024,10/29/2024,Google,Android,UK,18-24,Others,Ads,no
u000590,11/17/2024,11/19/2024,Google,Android,USA,18-24,Male,Ads,no
u000591,10/19/2024,10/21/2024,Phone,Android,UK,25-34,Male,Ads,no
u000592,10/3/2024,10/5/2024,Email,Android,UK,18-24,Others,Ornagic,no
u000593,10/14/2024,10/16/2024,Google,Android,India,25-34,Others,Influencer,no
u000594,11/4/2024,11/6/2024,Google,Android,USA,35-44,Male,Ornagic,no
u000595,12/21/2024,,Email,Android,India,35-44,Male,Ornagic,no
u000596,10/7/2024,10/9/2024,Email,IOS,USA,25-34,Male,Ads,no
u000597,12/29/2024,12/31/2024,Google,Android,India,18-24,Female,Ads,no
u000598,10/26/2024,10/28/2024,Google,Android,USA,35-44,Others,Ads,yes
u000599,12/13/2024,12/15/2024,Email,Android,USA,18-24,Others,Ornagic,yes
u000600,12/10/2024,,Phone,Android,USA,18-24,Male,Ads,no
u000601,10/17/2024,,Google,Android,India,18-24,Female,Ads,no
u000602,11/7/2024,11/9/2024,Phone,Android,India,18-24,Female,Ads,no
u000603,10/5/2024,10/7/2024,Google,Android,UK,18-24,Male,Ads,no
u000604,12/26/2024,12/28/2024,Google,IOS,India,18-24,Others,Influencer,yes
u000605,11/16/2024,11/18/2024,Google,Android,USA,18-24,Female,Influencer,no
u000606,12/4/2024,12/6/2024,Google,Android,UK,25-34,Female,Ads,no
u000607,11/25/2024,11/27/2024,Phone,Android,UK,18-24,Male,Influencer,no
u000608,10/4/2024,10/6/2024,Google,Android,UK,18-24,Female,Influencer,no
u000609,10/16/2024,10/18/2024,Google,Android,India,18-24,Female,Influencer,no
u000610,11/28/2024,11/30/2024,Phone,IOS,USA,18-24,Male,Ads,no
u000611,11/9/2024,11/11/2024,Email,IOS,USA,18-24,Male,Ads,no
u000612,11/24/2024,11/26/2024,Google,IOS,UK,18-24,Male,Influencer,yes
u000613,12/5/2024,12/7/2024,Google,Android,India,18-24,Male,Ornagic,no
u000614,10/27/2024,10/29/2024,Email,Android,UK,35-44,Others,Influencer,no
u000615,12/1/2024,,Phone,Android,USA,18-24,Male,Ornagic,no
u000616,12/13/2024,12/15/2024,Email,Android,USA,18-24,Female,Ornagic,yes
u000617,11/8/2024,11/10/2024,Email,Android,USA,18-24,Male,Influencer,no
u000618,10/24/2024,10/26/2024,Google,Android,UK,25-34,Male,Ornagic,no
u000619,11/8/2024,11/10/2024,Google,Android,UK,25-34,Female,Ornagic,no
u000620,10/6/2024,10/8/2024,Phone,Android,India,18-24,Male,Ads,yes
u000621,11/7/2024,,Email,IOS,UK,18-24,Female,Ornagic,no
u000622,11/27/2024,11/29/2024,Google,IOS,India,18-24,Male,Ornagic,no
u000623,12/7/2024,12/9/2024,Email,Android,India,18-24,Female,Influencer,no
u000624,10/23/2024,10/25/2024,Phone,Android,India,35-44,Female,Ads,no
u000625,10/18/2024,10/20/2024,Phone,Android,USA,18-24,Male,Influencer,no
u000626,12/28/2024,12/30/2024,Google,Android,USA,18-24,Male,Ads,no
u000627,10/27/2024,10/29/2024,Email,Android,USA,18-24,Female,Influencer,no
u000628,12/30/2024,1/1/2025,Google,Android,India,25-34,Male,Ads,yes
u000629,11/28/2024,11/30/2024,Phone,Android,USA,18-24,Female,Ornagic,yes
u000630,10/8/2024,10/10/2024,Google,Android,UK,18-24,Female,Ads,yes
u000631,10/21/2024,10/23/2024,Email,Android,India,18-24,Female,Ads,no
u000632,11/7/2024,11/9/2024,Google,Android,India,18-24,Male,Ads,no
u000633,11/4/2024,11/6/2024,Phone,Android,India,18-24,Others,Ads,yes
u000634,10/23/2024,10/25/2024,Google,Android,USA,25-34,Others,Ads,no
u000635,12/30/2024,1/1/2025,Google,Android,UK,18-24,Female,Ads,no
u000636,10/15/2024,10/17/2024,Email,Android,India,25-34,Female,Influencer,no
u000637,10/16/2024,10/18/2024,Phone,Android,USA,25-34,Male,Influencer,no
u000638,11/8/2024,,Phone,Android,India,18-24,Female,Ads,no
u000639,10/12/2024,10/14/2024,Phone,Android,UK,18-24,Female,Ads,no
u000640,10/19/2024,10/21/2024,Email,Android,India,35-44,Male,Influencer,no
u000641,10/28/2024,10/30/2024,Email,Android,UK,35-44,Others,Ads,yes
u000642,11/11/2024,11/13/2024,Email,Android,UK,18-24,Male,Ads,no
u000643,11/3/2024,,Google,Android,India,25-34,Male,Ads,no
u000644,12/13/2024,12/15/2024,Email,Android,UK,18-24,Female,Ornagic,no
u000645,12/8/2024,12/10/2024,Google,Android,USA,18-24,Male,Ads,yes
u000646,11/30/2024,12/2/2024,Google,Android,UK,25-34,Female,Ornagic,yes
u000647,10/22/2024,10/24/2024,Google,Android,India,18-24,Female,Ads,no
u000648,10/14/2024,10/16/2024,Phone,Android,USA,35-44,Female,Ads,yes
u000649,10/27/2024,,Email,Android,India,18-24,Female,Influencer,no
u000650,11/12/2024,11/14/2024,Google,Android,UK,18-24,Female,Ornagic,no
u000651,12/14/2024,12/16/2024,Google,Android,UK,18-24,Female,Influencer,no
u000652,10/21/2024,10/23/2024,Google,Android,UK,18-24,Male,Ads,yes
u000653,11/6/2024,,Email,Android,USA,18-24,Female,Ornagic,no
u000654,10/22/2024,10/24/2024,Email,Android,India,25-34,Male,Influencer,no
u000655,11/9/2024,,Email,Android,India,18-24,Female,Ads,no
u000656,11/17/2024,,Google,Android,UK,25-34,Female,Ads,no
u000657,11/7/2024,11/9/2024,Google,Android,India,25-34,Male,Ads,no
u000658,12/19/2024,12/21/2024,Email,Android,UK,18-24,Female,Ads,no
u000659,12/2/2024,12/4/2024,Email,IOS,USA,18-24,Female,Ornagic,no
u000660,10/21/2024,10/23/2024,Email,Android,USA,18-24,Male,Ornagic,no
u000661,10/27/2024,10/29/2024,Google,Android,India,18-24,Male,Ornagic,no
u000662,12/24/2024,12/26/2024,Google,Android,India,18-24,Female,Ornagic,no
u000663,11/15/2024,11/17/2024,Email,Android,USA,25-34,Male,Ornagic,yes
u000664,11/7/2024,11/9/2024,Google,IOS,UK,45+,Male,Ads,no
u000665,10/7/2024,10/9/2024,Email,Android,India,25-34,Others,Ads,yes
u000666,10/4/2024,10/6/2024,Google,Android,India,18-24,Male,Ads,yes
u000667,12/13/2024,,Google,Android,India,35-44,Female,Ads,no
u000668,10/18/2024,10/20/2024,Google,Android,India,18-24,Female,Ornagic,yes
u000669,10/12/2024,10/14/2024,Email,Android,UK,18-24,Male,Ads,yes
u000670,11/1/2024,11/3/2024,Phone,Android,UK,18-24,Female,Ads,no
u000671,10/2/2024,10/4/2024,Phone,Android,UK,18-24,Male,Ads,no
u000672,11/1/2024,11/3/2024,Phone,IOS,UK,18-24,Female,Influencer,yes
u000673,10/9/2024,10/11/2024,Phone,Android,India,18-24,Male,Ornagic,no
u000674,10/29/2024,,Google,Android,India,18-24,Male,Ornagic,no
u000675,10/22/2024,,Google,Android,UK,25-34,Male,Ads,no
u000676,12/5/2024,12/7/2024,Google,Android,USA,18-24,Male,Ads,no
u000677,11/16/2024,,Google,IOS,India,35-44,Female,Ads,no
u000678,10/13/2024,,Phone,Android,UK,25-34,Male,Influencer,no
u000679,10/12/2024,10/14/2024,Email,IOS,USA,18-24,Female,Ornagic,no
u000680,11/10/2024,11/12/2024,Google,Android,India,18-24,Female,Influencer,no
u000681,10/16/2024,10/18/2024,Email,IOS,India,18-24,Female,Ornagic,no
u000682,10/27/2024,10/29/2024,Phone,Android,UK,18-24,Female,Ornagic,no
u000683,11/20/2024,11/22/2024,Phone,Android,USA,18-24,Male,Ads,no
u000684,11/16/2024,11/18/2024,Google,Android,India,25-34,Female,Ads,no
u000685,10/19/2024,,Google,Android,India,18-24,Others,Ads,no
u000686,11/20/2024,,Email,Android,India,25-34,Male,Ornagic,no
u000687,10/24/2024,10/26/2024,Google,IOS,India,18-24,Male,Ads,no
u000688,11/30/2024,12/2/2024,Email,Android,USA,18-24,Female,Ads,yes
u000689,11/25/2024,11/27/2024,Google,Android,UK,25-34,Male,Ornagic,no
u000690,11/27/2024,11/29/2024,Google,IOS,India,18-24,Male,Ornagic,no
u000691,10/15/2024,10/17/2024,Email,IOS,India,25-34,Male,Ads,no
u000692,12/25/2024,12/27/2024,Google,Android,India,25-34,Female,Ornagic,no
u000693,10/29/2024,,Google,Android,UK,18-24,Male,Ads,no
u000694,10/15/2024,,Email,Android,India,18-24,Female,Ads,no
u000695,12/17/2024,12/19/2024,Phone,Android,India,18-24,Female,Ornagic,no
u000696,12/13/2024,12/15/2024,Google,Android,India,18-24,Male,Ads,no
u000697,10/10/2024,10/12/2024,Google,Android,India,18-24,Male,Influencer,no
u000698,10/25/2024,10/27/2024,Email,IOS,UK,18-24,Female,Ads,no
u000699,10/19/2024,10/21/2024,Email,IOS,USA,18-24,Male,Influencer,no
